Time,global_base_link_position.x,global_base_link_position.y,global_base_link_position.z,global_base_link_rotation.w,global_base_link_rotation.x,global_base_link_rotation.y,global_base_link_rotation.z,local_Link_head_yaw_rotation,local_Link_head_pitch_rotation,local_Link_arm_r_01_rotation,local_Link_arm_r_02_rotation,local_Link_arm_r_03_rotation,local_Link_arm_r_04_rotation,local_Link_arm_r_05_rotation,local_Link_arm_r_06_rotation,local_Link_arm_r_07_rotation,local_Link_arm_l_01_rotation,local_Link_arm_l_02_rotation,local_Link_arm_l_03_rotation,local_Link_arm_l_04_rotation,local_Link_arm_l_05_rotation,local_Link_arm_l_06_rotation,local_Link_arm_l_07_rotation,local_Link_waist_pitch_rotation,local_Link_waist_roll_rotation,local_Link_waist_yaw_rotation,local_Link_hip_r_roll_rotation,local_Link_hip_r_yaw_rotation,local_Link_hip_r_pitch_rotation,local_Link_knee_r_pitch_rotation,local_Link_ankle_r_pitch_rotation,local_Link_ankle_r_roll_rotation,local_Link_hip_l_roll_rotation,local_Link_hip_l_yaw_rotation,local_Link_hip_l_pitch_rotation,local_Link_knee_l_pitch_rotation,local_Link_ankle_l_pitch_rotation,local_Link_ankle_l_roll_rotation
0.0,1.6894520373555342,-3.7406254959601175,1.0095459951341355,0.7455335002532356,0.002249822969766768,-0.004723611233547658,0.6664739409668559,-0.03195693559657321,-0.3008657145195735,0.017613554123768645,-1.3486541229169124,-1.4723777881296014,0.2411749941084164,0.29716227480219887,0.04187026688423005,0.24661993139078328,-0.06070848498433638,-1.3299549808475746,1.30311709441347,0.14386173257697535,-0.24677386873975168,0.05339772276334709,-0.11305289261992012,0.18654576680840884,-0.010265700311427102,0.03691849739987072,-0.0933260320589813,-0.2500214083979593,-0.3347896116231103,0.0740375457156523,0.22400301332617845,0.05329517821075542,0.14810473592474907,0.3486491201366885,-0.39984769348269367,0.09693055425621946,0.2166568991511422,0.06609271371715343
0.008333333333333333,1.6894755661284644,-3.7406081202820536,1.0095423908498085,0.7455554876213928,0.0022422726595468104,-0.004685913701261976,0.6664490990135115,-0.031965881927724045,-0.30086173599492333,0.017562744293241818,-1.3485913544079728,-1.4733294176043967,0.24130319583289814,0.29821264502749956,0.04191998951855242,0.24645635442497607,-0.06069051565826134,-1.329891278011363,1.3040170824506583,0.14403254368679466,-0.2477760321377702,0.05340557784204267,-0.11298835048608749,0.186588099559732,-0.010295920468026725,0.0369892687668603,-0.09331029086483732,-0.25009039929207505,-0.3346673339920609,0.07379658707351124,0.2241539078782327,0.05339074349439367,0.14814695618136348,0.3486412287833966,-0.39988238358275696,0.09696400923367846,0.2166749698325915,0.06596097687497088
0.016666666666666666,1.689522662618565,-3.7405733874430505,1.0095351379929958,0.7455994193555099,0.0022273180735771997,-0.0046107005403848555,0.6663994589200336,-0.03198366250741198,-0.3008543172423218,0.01746214109216058,-1.348466638654035,-1.4752232322962602,0.24155708972255044,0.30030282004253056,0.042018705110600296,0.2461303566503979,-0.06065479818892595,-1.329764137787163,1.3058098168354446,0.1443729203431502,-0.24977285933521903,0.053420959196427746,-0.11285969643095603,0.18667257501558135,-0.010356563022678043,0.03713024056631443,-0.09327847064544673,-0.2502275024321498,-0.3344233169476353,0.0733152242621887,0.22445559168827345,0.05358092846073634,0.14823168162476122,0.348625540043383,-0.3999520265855782,0.0970304649215992,0.2167113858691275,0.06569852809642096
0.025,1.6895934104516348,-3.740521325449344,1.0095241506552153,0.7456652004544663,0.002205249128632901,-0.004498322659204979,0.6663251186320454,-0.032010078414292806,-0.30084449921110396,0.01731369867432228,-1.348281574833896,-1.478041413382587,0.24193191168181533,0.3034128575916733,0.04216507758059845,0.24564421201362668,-0.060601743372998854,-1.3295740577081017,1.3084816454294685,0.1448805444805262,-0.25275020663715414,0.053443246745627795,-0.11266774734766907,0.18679882811725831,-0.01044802292534065,0.03734025540841818,-0.09322992251898046,-0.2504310148814976,-0.33405863085902243,0.07259457804046954,0.22490784820652143,0.05386395387246439,0.14835948006491315,0.34860227865269133,-0.40005714123258507,0.09712901101497355,0.21676668414966024,0.06530733028560201
0.03333333333333333,1.689687942516588,-3.7404519659609243,1.0095093055251603,0.7457526803249047,0.0021764820021120293,-0.004349285583132659,0.6662262346005142,-0.0320448650925852,-0.3008337892727848,0.017120178449095733,-1.348038486128367,-1.4817587400199768,0.24242096567537552,0.3075146189553795,0.04235727343212303,0.24500126575230372,-0.06053191693290615,-1.329321739350169,1.3120132693760753,0.14555218373385106,-0.2566881084680392,0.05347156854181333,-0.11241365938172601,0.18696634383845748,-0.010570870282763326,0.037617554197222104,-0.09316371683967044,-0.2506984607245415,-0.33357487762234705,0.07163635905596816,0.22551033463288284,0.05423731202046947,0.14853119258067446,0.3485718314658514,-0.40019849165444393,0.09725827764981135,0.21684165231312508,0.0647901989977982
0.041666666666666664,1.6898064437353508,-3.7403653384736506,1.009490445227936,0.7458616398994495,0.002141543483794122,-0.004164233113450511,0.6661030365560048,-0.0320877138521715,-0.30082411938698844,0.016885022887218458,-1.347740338809745,-1.4863435792958668,0.2430158735686489,0.31257278875116135,0.042593104073236146,0.2442057267665279,-0.060446021472956635,-1.329008067005933,1.3163804665194383,0.14638384669852283,-0.2615615406243759,0.05350482320672904,-0.11209888751919135,0.18717448496856767,-0.010725839852183866,0.03795975734715133,-0.09307867026165113,-0.25102664587473084,-0.3329741972443993,0.07044290319248936,0.22626256562000838,0.054697864014934566,0.1487479212831007,0.3485347716440571,-0.40037706801299583,0.09741643017507785,0.21693731913896883,0.0641507225571809
0.05,1.6899491519508552,-3.740261466883042,1.009467381520372,0.7459917862757567,0.0021010596654562836,-0.003943930287386638,0.6659558338997258,-0.032138292470320844,-0.3008178083576934,0.01661226519717337,-1.3473906855823508,-1.4917587984611616,0.24370684494286673,0.31854586148415376,0.042870115148059884,0.24326253011540389,-0.06034487094330926,-1.3286340882105379,1.321554770478597,0.14737091934424665,-0.26734113344671023,0.05354170436311053,-0.11172514604149185,0.18742251674886,-0.0109138238686042,0.03836385824158344,-0.09297337259630177,-0.25141170630024895,-0.3322592759114889,0.0690172185915047,0.22716389083677443,0.055241929298118726,0.14901101206446596,0.34849188011900295,-0.4005940603422867,0.09760116228173915,0.21705494369776546,0.06339318754581044
0.058333333333333334,1.6901163578611398,-3.7401403629068866,1.00943989982957,0.7461427482845664,0.002055747294852778,-0.0036892520898718258,0.6657850210003382,-0.03219626520869548,-0.30081752602901785,0.016306438640926044,-1.3469936170886718,-1.4979626028598834,0.24448293883663502,0.3253870946706653,0.04318565120590086,0.24217723532788404,-0.06022935161975134,-1.3282009923363536,1.3275041033433388,0.1485082974237804,-0.27399383606045263,0.053580725286732474,-0.11129437439155283,0.18770962335363073,-0.011135860606676104,0.0388262269001974,-0.09284621492877027,-0.25184915248344836,-0.33143336824081565,0.06736304425142252,0.22821346280677923,0.0558653671381493,0.1493220405285044,0.3484441613261283,-0.4008508401628795,0.09780968757500716,0.21719600791698318,0.0625225088923052
0.06666666666666667,1.6903084039381717,-3.740002023942553,1.0094077625531708,0.7463140711837875,0.002006401168942349,-0.003401169773610381,0.6655910835292405,-0.03226130950597826,-0.3008262552822023,0.01597249902868177,-1.3465537067759779,-1.5049093392720108,0.24533232435610583,0.3330453895787808,0.04353690008128872,0.24095595996575134,-0.060100398403335975,-1.32771009008123,1.3341933670620736,0.14979050312114156,-0.28148352824099726,0.05362023828662687,-0.11080870969400383,0.18803493061370524,-0.011393123773094972,0.039342623828607634,-0.09269541408351911,-0.25233392018385464,-0.3305003181087942,0.06548492007993013,0.22941019920165764,0.05656365188070517,0.14968279577237345,0.3483928521662274,-0.4011489296109439,0.0980387296980791,0.2173622078690613,0.06154416815845207
0.075,1.6905256834466802,-3.739846432249081,1.0093707129247573,0.7465052148368697,0.0019538811921327183,-0.0030807359235489073,0.66537460093581,-0.03233312568448905,-0.3008472533679389,0.015615745284985357,-1.3460759504423356,-1.5125502681458645,0.24624254513772265,0.341466104823189,0.04392090765211225,0.2396053302368906,-0.059958965857489145,-1.3271627944431958,1.341584993041071,0.15121179074549734,-0.28977158875543646,0.05365846061679932,-0.11027046220355205,0.18839753695758327,-0.011686905522266361,0.03990821453298923,-0.09251904409441705,-0.2528604235742706,-0.3294645874551531,0.06338826824341776,0.23075273447087333,0.05733194078867885,0.15009525775627314,0.34833942777256777,-0.40148997273530257,0.0982845111383182,0.21755544715379882,0.060464154105479354
