Time,global_base_link_position.x,global_base_link_position.y,global_base_link_position.z,global_base_link_rotation.w,global_base_link_rotation.x,global_base_link_rotation.y,global_base_link_rotation.z,local_Link_head_yaw_rotation,local_Link_head_pitch_rotation,local_Link_arm_r_01_rotation,local_Link_arm_r_02_rotation,local_Link_arm_r_03_rotation,local_Link_arm_r_04_rotation,local_Link_arm_r_05_rotation,local_Link_arm_r_06_rotation,local_Link_arm_r_07_rotation,local_Link_arm_l_01_rotation,local_Link_arm_l_02_rotation,local_Link_arm_l_03_rotation,local_Link_arm_l_04_rotation,local_Link_arm_l_05_rotation,local_Link_arm_l_06_rotation,local_Link_arm_l_07_rotation,local_Link_waist_pitch_rotation,local_Link_waist_roll_rotation,local_Link_waist_yaw_rotation,local_Link_hip_r_roll_rotation,local_Link_hip_r_yaw_rotation,local_Link_hip_r_pitch_rotation,local_Link_knee_r_pitch_rotation,local_Link_ankle_r_pitch_rotation,local_Link_ankle_r_roll_rotation,local_Link_hip_l_roll_rotation,local_Link_hip_l_yaw_rotation,local_Link_hip_l_pitch_rotation,local_Link_knee_l_pitch_rotation,local_Link_ankle_l_pitch_rotation,local_Link_ankle_l_roll_rotation,global_base_link_velocity.x,global_base_link_velocity.y,global_base_link_velocity.z,global_base_link_angular_velocity.x,global_base_link_angular_velocity.y,global_base_link_angular_velocity.z,local_Link_head_yaw_velocity,local_Link_head_pitch_velocity,local_Link_arm_r_01_velocity,local_Link_arm_r_02_velocity,local_Link_arm_r_03_velocity,local_Link_arm_r_04_velocity,local_Link_arm_r_05_velocity,local_Link_arm_r_06_velocity,local_Link_arm_r_07_velocity,local_Link_arm_l_01_velocity,local_Link_arm_l_02_velocity,local_Link_arm_l_03_velocity,local_Link_arm_l_04_velocity,local_Link_arm_l_05_velocity,local_Link_arm_l_06_velocity,local_Link_arm_l_07_velocity,local_Link_waist_pitch_velocity,local_Link_waist_roll_velocity,local_Link_waist_yaw_velocity,local_Link_hip_r_roll_velocity,local_Link_hip_r_yaw_velocity,local_Link_hip_r_pitch_velocity,local_Link_knee_r_pitch_velocity,local_Link_ankle_r_pitch_velocity,local_Link_ankle_r_roll_velocity,local_Link_hip_l_roll_velocity,local_Link_hip_l_yaw_velocity,local_Link_hip_l_pitch_velocity,local_Link_knee_l_pitch_velocity,local_Link_ankle_l_pitch_velocity,local_Link_ankle_l_roll_velocity,right_hand_to_base.x,right_hand_to_base.y,right_hand_to_base.z,left_hand_to_base.x,left_hand_to_base.y,left_hand_to_base.z,right_foot_to_base.x,right_foot_to_base.y,right_foot_to_base.z,left_foot_to_base.x,left_foot_to_base.y,left_foot_to_base.z,right_hand_velocity_to_base.x,right_hand_velocity_to_base.y,right_hand_velocity_to_base.z,left_hand_velocity_to_base.x,left_velocity_hand_to_base.y,left_velocity_hand_to_base.z,right_foot_velocity_to_base.x,right_foot_velocity_to_base.y,right_foot_velocity_to_base.z,left_foot_velocity_to_base.x,left_foot_velocity_to_base.y,left_foot_velocity_to_base.z,base_linear_velocity_to_base.x,base_linear_velocity_to_base.y,base_linear_velocity_to_base.z,base_angular_velocity_to_base.x,base_angular_velocity_to_base.y,base_angular_velocity_to_base.z
0.0,0.0,0.0,1.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003999999999999997,-0.8026,0.42400000000000015,0.003999999999999997,0.8026,0.42400000000000015,-0.0017499999999999877,-0.09449999999999999,-1.0695000000000001,-0.0017499999999999877,0.09449999999999999,-1.0695000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.008333333333333333,-0.017197814193978624,0.001162429435193203,1.1389864913665184,0.9999941197889679,0.001584318296603898,0.0030137902033844084,0.0004091352248795531,0.0003485035369398339,-0.029510167066233887,-0.0007960220620490373,-0.01870885986367118,-0.0007770496771178493,0.0,0.0024973498935679244,0.0009503300954604114,-0.010233395101279444,-0.0036281187902300733,-0.02636975389040281,0.004236302310191883,-1.0816857505536512e-20,-0.002388360252710639,0.0003282636579890374,0.01052881009359909,0.022937722764644158,-0.006124553364552683,-0.0001799604386580644,-0.007678620470865634,0.0021657735890839745,-0.010770029998264222,0.02920000734835862,0.022257223234242295,0.0014911616268412206,0.0118175166458023,-0.002214621007917199,-0.01042461669775719,0.029539581965433184,0.022440642076208907,-0.001221806687293064,-2.0637377032774347,0.13949153222318436,-0.1216210360177777,0.3802371364767626,0.723311066553385,0.09819264643566249,0.04182042443278007,-3.5412200479480664,-0.09552264744588448,-2.245063183640542,-0.09324596125414192,0.0,0.2996819872281509,0.11403961145524937,-1.2280074121535334,-0.4353742548276088,-3.1643704668483372,0.508356277223026,-1.2980229006643814e-18,-0.2866032303252767,0.03939163895868449,1.2634572112318907,2.752526731757299,-0.7349464037463219,-0.021595252638967728,-0.9214344565038761,0.25989283069007696,-1.2924035997917067,3.5040008818030346,2.6708667881090755,0.17893939522094648,1.418101997496276,-0.26575452095006386,-1.2509540037308629,3.5447498358519822,2.692877049145069,-0.14661680247516767,0.003961668015199423,-0.8031201177236309,0.41276918401005996,0.004000828303805523,0.8032402975833359,0.40816870249206233,0.02551719808404301,-0.10797221000139894,-1.0686349527439367,0.025986737981555385,0.09860600193424769,-1.0699554011769072,-0.004599838176068821,-0.06241412683571035,-1.3476979187928229,9.939645666316027e-05,0.07683571000031364,-1.899755700952539,3.27206377008516,-1.6166652001678739,0.10380567072760805,3.328408557786645,0.4927202321097246,-0.05464814122885464,-2.0628511309863944,0.14077409249700124,-0.13450181471872785,0.38023713647676266,0.7233110665533851,0.0981926464356625
0.016666666666666666,-0.2534773278310475,-0.1464026985582445,1.1228422836132388,0.9999118382128308,-0.002826863469177517,0.00921633869096478,0.009131470084147972,0.002258167355133056,-0.028701143877032435,-0.004588546355454251,-0.019194130343660024,-0.004580742945111623,0.0009974376693041153,0.0018257217393799108,0.0006514031344890884,-0.008181664213862936,0.003063473440125117,-0.036263021702942516,0.009181440189049843,-1.0816857505536512e-20,-0.0012151378002280009,0.0018781862249198334,0.0104017975824844,-0.03478607525348963,-0.04164476030349891,0.005849668835919244,-0.020631294375998477,0.0027498367166225624,-0.028815817667978545,0.023117461521519035,0.022760210371107238,0.001266243705300945,-0.0022449228299376758,0.00047615976784042956,-0.02995936373884499,0.02291623397968594,0.023079167864097423,-0.0015302205900461553,-28.353541636448263,-17.707815359212525,-1.937304930393568,-1.0643697914366808,1.4924454280357025,2.087853685784643,0.22915965818318668,0.09708278270417414,-0.4551029152086256,-0.05823245759866136,-0.4564431921592529,0.11969252031649383,-0.08059537850256161,-0.03587123531655875,0.246207706489981,0.8029910676426228,-1.1871921375047645,0.5934165454629551,0.0,0.14078669429791657,0.1859907080316955,-0.015241501333762687,-6.9268557621760545,-4.262424832673547,0.723555512949277,-1.5543208686159413,0.07008757530463054,-2.1654945203657188,-0.7299054992207503,0.06035845642379313,-0.026990150584833065,-1.687492737088797,0.3228936930909154,-2.344169644930536,-0.794801758289669,0.07662309454662179,-0.03700966833037096,0.004183398432691438,-0.8031183388831564,0.41277656337059143,0.004284028693237893,0.803418100981263,0.4022219960674125,-0.05188432696798502,-0.15770232936254328,-1.0628563643014295,-0.05426479330855111,0.047753276050010174,-1.0709296623617355,0.02660765009904177,0.0002134608569370755,0.0008855232637761112,0.0339840467318844,0.02133640775124679,-0.7136047709579807,-9.288183006243365,-5.967614323337321,0.6934306131008672,-9.63018375481278,-6.102327106108502,-0.11691134217938881,-28.630635417355826,-17.174702523130914,-2.561153521268553,-1.0754243296852062,1.5002132610043328,2.076591463061529
0.025,-0.5140380510763357,-0.30887799941515476,1.1055123626671075,0.9997558739722024,-0.005581618860684367,0.013246611125961765,0.016779907110858874,0.004116701919169942,-0.027899068435645945,-0.008207762016402996,-0.02082994343590457,-0.008063700728479917,0.0014811929664375729,0.0013639004919479684,0.00041895865242476936,-0.00635616144849516,0.009844970342112373,-0.047327992662306716,0.013917934247686697,-1.0816857505536512e-20,-0.0002525557941381832,0.003339309968559572,0.010332145228554444,-0.09532311525946074,-0.07724973696002482,0.0105410887627602,-0.03333557125365791,0.0032937943684310986,-0.04767311583963263,0.01697706627513053,0.023430700485434722,0.0010915978789688902,-0.016129419667237382,0.0026322445757908843,-0.05036436990344757,0.016305498432062675,0.023981815944250966,-0.0018778569689428168,-31.26728678943459,-19.49703610282923,-2.0795905135357597,-0.6692831922725364,0.9683865120885259,1.8324710355693465,0.22302414768442638,0.0962490529663787,-0.43430587931384945,-0.1962975710693454,-0.41795493400419526,0.05805063565601492,-0.0554185496918331,-0.027893337847718285,0.21906033184413315,0.8137796282384707,-1.327796515123704,0.5683792870364225,0.0,0.11550984073077812,0.17533484923676862,-0.008358282471594853,-7.264444800716533,-4.272597198783109,0.5629703912209147,-1.5245132253191316,0.06527491821702436,-2.2628757805984896,-0.7368474295666209,0.08045881371929796,-0.02095749915984658,-1.6661396204759649,0.2587301769540546,-2.4486007397523095,-0.793288265714792,0.10831776961842494,-0.04171636546759939,0.004378643673682786,-0.8031428635453377,0.41193710790438554,0.004467699330245363,0.8035385342170651,0.39556558790655594,-0.13185835139862126,-0.20719117231959217,-1.0485797394473275,-0.13762941818596355,-0.0032149477811724957,-1.0629108293109955,0.023429428918961825,-0.0029429594617536026,-0.10073465594470754,0.022040476440896364,0.014451988296255713,-0.7987689793027863,-9.59688293167635,-5.9386611548458665,1.7131949824922366,-10.003754985289493,-6.11618685974192,0.9622599660888032,-31.834509013364247,-18.40886525956296,-3.127307532855034,-0.685203144734202,0.9706986675901428,1.8253501778122392
0.03333333333333333,-0.8047274909397808,-0.48969824803873685,1.0865566032770404,0.999610274482874,-0.0060234965506226305,0.014189141218966325,0.02327412531215528,0.005914949072814068,-0.027196857955334483,-0.011674481849054704,-0.024219858904819175,-0.011052740230033588,0.00104386338042558,0.0012278888014850308,0.000360985272073747,-0.004885181860350708,0.01680125083021007,-0.060229667929243426,0.01830246513168231,-1.0816857505536512e-20,0.0003649268349111929,0.0047349549789594365,0.010428835913430344,-0.15853424606834288,-0.11228911714336917,0.01382825559200268,-0.04557036407495334,0.003815744794860262,-0.06720768187038063,0.010703345102691688,0.02407811336186644,0.0009440830336590894,-0.029536013696054686,0.004192421114648655,-0.07167266719250662,0.009529203542600692,0.0249077628360073,-0.0022455994689400288,-34.88273278361341,-21.698429834829856,-2.274691126808053,-0.12307128277755779,0.21969641173093657,1.5586872595850758,0.2157896584372951,0.08426525763737568,-0.41600637991820505,-0.4067898562697528,-0.35868474018644053,-0.052479550321439146,-0.016321402855552516,-0.006956805642122681,0.17651755057733431,0.8347536585717238,-1.5482010320324051,0.5261437060794738,0.0,0.07409791548592513,0.16747740124798374,0.011602882185108104,-7.585335697065857,-4.204725622001321,0.39446001950909776,-1.4681751385554516,0.06263405117149962,-2.3441479236897607,-0.7528465406926609,0.07768954517180628,-0.0177017814371761,-1.6087912834580764,0.18722118466293255,-2.556995674687086,-0.8131553867354381,0.11111362701076032,-0.04412909999966542,0.004520999896113324,-0.8032048636195388,0.40976673614411435,0.004519768212212259,0.8035761337585849,0.387802079988245,-0.2132332490520249,-0.25532615158599237,-1.0253706826274747,-0.22306261695865887,-0.05304971829998364,-1.0452436678917514,0.01708274669166447,-0.007440008904131545,-0.26044461123254203,0.006248265836027514,0.00451194498237939,-0.9316209501973116,-9.764987718408436,-5.776197511968024,2.785086818382343,-10.251983852723438,-5.980172462257337,2.1200593703092885,-35.77165269161207,-20.018397631785454,-3.5289861771905264,-0.1573561091476109,0.20744931934305483,1.5572805983453415
0.041666666666666664,-1.1312627683528589,-0.6919905869961409,1.0659225140482296,0.999533982159164,-0.0028618896619607348,0.010158480044994674,0.02864320826621698,0.00762207278867225,-0.026802217469551266,-0.014861986760895923,-0.030720326851869675,-0.01304625214254306,5.2193169021279035e-05,0.0017322635120290688,0.0007285421902705539,-0.004040605097497778,0.02396522205108297,-0.07628978732412063,0.021920360836189152,-1.0818090490328064e-20,0.00029922824940238797,0.0060774574918434545,0.01093881704550421,-0.22297296865113397,-0.14518221758190938,0.015718279245116297,-0.056758541085901094,0.004323015618954389,-0.08668422219336042,0.004400420733935095,0.024436847498987044,0.000795910893439715,-0.041788202125117,0.005075482026465318,-0.09348462011221761,0.0025001526331731245,0.025506206017534633,-0.0025871883991971994,-39.18423328956936,-24.275080674888493,-2.4760907074572995,0.7175879613495947,-0.9921528081234204,1.29345537734862,0.2048548459029818,0.04735685829398611,-0.38250058942094634,-0.7800561536460598,-0.23922142950113673,-0.11900042536851613,0.060524965265284565,0.044106830183616816,0.1013492115423516,0.8596765465047477,-1.9272143273852642,0.4341474845408208,-1.4795817498623914e-22,-0.007883830261056594,0.1611003015460822,0.061197735848863816,-7.732646709934932,-3.9471720526248255,0.22680283837363377,-1.3425812413137306,0.060872498891295215,-2.3371848387575747,-0.7563509242507911,0.0430480964544725,-0.01778065682632492,-1.470262611487477,0.1059673094179995,-2.617434350365319,-0.8434861091313081,0.07181318178327974,-0.04099067163086048,0.004558618349474958,-0.8033168210165612,0.4055617810384496,0.004369746650079476,0.8034705266317116,0.3781419822527649,-0.2930517700577054,-0.29974796878294124,-0.9939892394720031,-0.30778569707599795,-0.09919090620579425,-1.0182468105813782,0.0045142144033961246,-0.013434887642689297,-0.5045946126797718,-0.01800258745593388,-0.012672855224802326,-1.159211728257612,-9.578222520681658,-5.330618063633866,3.765773178656584,-10.16676961408069,-5.536942548697274,3.239622877244779,-40.44973368232332,-21.97616921601614,-3.417855625014034,0.6330307957279658,-1.0382864609346687,1.301368405499725
0.049999999999999996,-1.4905627964888435,-0.9127418705916168,1.0460269697380018,0.9994078158455292,0.006672989694017156,-0.0032883044885948904,0.03359577189175106,0.009147376801604466,-0.027283300489157118,-0.017065174389471204,-0.044167700037242325,-0.012518162796308343,2.6096584510638433e-06,0.003752676722768729,0.0022004161688755513,-0.0044635147717427895,0.03086015619867518,-0.09878759355145869,0.02335092791433617,-1.076342685758129e-20,-0.0014391807415663547,0.0072772752563804695,0.012493027849900239,-0.282188361865502,-0.17153300863474466,0.01661887135154236,-0.06519236853991212,0.004745232478909096,-0.10318094142011443,-0.0009725437912228184,0.024259624243919347,0.0006506139496026817,-0.05114968502085686,0.005241159438583595,-0.11371559190242714,-0.004276894067478618,0.025342540579324023,-0.002765771902965268,-43.116003376318154,-26.490154031457106,-2.3874653172273383,2.182813055541125,-3.294527400320201,1.202998471848732,0.18303648155186603,-0.057729962352702245,-0.2643825154290336,-1.613684782244718,0.06337072154816595,-0.005950021268425823,0.2424495852887592,0.1766248774325997,-0.05074916090940132,0.8273920977110651,-2.6997367472805665,0.17166804937764205,6.5596359296126934e-21,-0.20860907891624914,0.1439781317444418,0.18650529652752354,-7.105847185724164,-3.1620949263402336,0.10807105277112773,-1.0120592944813218,0.05066602319456485,-1.9796063072104815,-0.6447557430189497,-0.021266790608123483,-0.017435633260444002,-1.1233779474887835,0.019881289454193294,-2.4277166148251426,-0.8132456040782091,-0.019639852585273204,-0.021430020452168193,0.0043686941939296,-0.8034887974993195,0.39746785460688877,0.0038459396842923403,0.803040473116973,0.36462912984396467,-0.3623931653187897,-0.3343962941158459,-0.9599945633893149,-0.38317696033436704,-0.13533070648240408,-0.9864091190973822,-0.02279089866544296,-0.020637177930988848,-0.9712711717872979,-0.06285683589445631,-0.05160642176862851,-1.6215422890560283,-8.320967431330116,-4.1577990399485625,4.07936112992259,-9.04695159100429,-4.33677603319318,3.820522978079528,-44.81220332916207,-23.56210655220762,-1.7639631533047995,1.9651961141899277,-3.4176927227421214,1.2341675882391776
0.05833333333333333,-1.8366592343949408,-1.1196715329834113,1.0380806044072226,0.998159195817954,0.027382910285387023,-0.033801799592380014,0.04225913360061097,0.010295586751518326,-0.030224168130764575,-0.015155721842522821,-0.07944918713548176,-0.004851946756924319,1.3048292255229634e-07,0.009602694878626354,0.00670421764310738,-0.007299360842207841,0.03400145486981736,-0.140019069991631,0.017319625537289808,-4.344877353807417e-20,-0.008045843377449645,0.0076003376293453115,0.01668248330167895,-0.29598391809327507,-0.18001137625809507,0.01832625461014172,-0.0660594551301358,0.004709413285823108,-0.10862346303567616,-0.0019016465198859888,0.02416422882032701,0.0007608490227818974,-0.053489668770087095,0.0049571431524560285,-0.12682042176317532,-0.008540611424745798,0.024600622320129325,-0.002348098237391595,-41.53157254873168,-24.83155948701534,-0.9535638396935014,4.731377345486925,-7.4747865626097125,2.121074788677469,0.13778519398966318,-0.35290411699289476,0.22913430563380593,-4.233778451788732,0.9199459247260829,-0.00029750106342138564,0.702002178702915,0.5404561769078194,-0.34030152845580625,0.3769558405370611,-4.947777172820678,-0.7237562852455635,-3.9222416016591455e-18,-0.7927995163059948,0.03876748475578101,0.5027346542134453,-1.6554667473327687,-1.0174041148020483,0.20488599103192282,-0.10405039082684191,-0.004298303170318468,-0.6531025938674075,-0.11149232743958044,-0.011447450831080525,0.013228208781505879,-0.28079804990762813,-0.03408195433530802,-1.572579583289781,-0.5116460828720617,-0.08903019110336383,0.05012083986884073,0.0036074105163556337,-0.803443607852933,0.3762664795363807,0.0025173196380613404,0.8014050765722892,0.3399357864128494,-0.37870966142676177,-0.3439400205683339,-0.950229244476172,-0.4072030439922841,-0.1463585487615453,-0.9744517882572502,-0.09135404130887596,0.005422757566373448,-2.544165008460968,-0.15943440554771998,-0.1962475853620571,-2.9632012117338347,-1.9579795329566507,-1.145247174298556,1.17183826957715,-2.8831300389500436,-1.3233410734969464,1.4348797008158343,-43.4037726106882,-21.17443561014369,3.1847996288099427,4.234948038518594,-7.7349009668160145,2.2346915101903906
0.06666666666666667,-2.0352201472834377,-1.2328835192365695,1.0396696500441662,0.9931396663452927,0.053064428031634414,-0.07732321858397816,0.0698490477891458,0.011040212012997043,-0.03823716859267354,-0.012444217470396686,-0.19201971590946645,0.005924015021190754,6.5241461283447214e-09,0.016051543283298914,0.016984329041967297,-0.00781463117932319,0.029612116265031765,-0.2582439237230194,-0.0008709952415183915,6.8954451303691545e-18,-0.022783997706225873,0.0076535523837926835,0.02332548295319041,-0.28059898509826847,-0.15896773120085997,0.026134846555921444,-0.05318910367562309,0.004201600874969008,-0.0902499630195693,0.010442710391563576,0.029494455077797646,0.002088237110340757,-0.044689333117882646,0.006377745381734242,-0.12259920535290462,-0.002106382983068026,0.028554830921671964,-0.00045259092444314996,-23.827309546619603,-13.585438350378999,0.19068547643323153,5.970949143629401,-10.55165696495052,6.7417315642626825,0.08935503137744608,-0.9615600554290756,0.3253805246551363,-13.508463452878164,1.2931154133738088,-1.4875053170874195e-05,0.7738618085607073,1.2336133678631898,-0.06183244045384203,-0.5267206325742712,-14.186982447766612,-2.182874493456984,8.326672684688674e-16,-1.7685785194531474,0.006385770533684637,0.7971599581813753,1.8461919594007932,2.525237406868212,0.9370310334935673,1.544442174541525,-0.06093748930249206,2.2048200019328235,1.4813228293739478,0.6396271508964763,0.15928657050706319,1.0560402782645335,0.17047226751338568,0.506545969232483,0.7721074130013327,0.47450503218511675,0.2274608775538134,0.0022635090343805023,-0.7981690558508395,0.30881046101562415,-0.0003804192515870497,0.7910579474214249,0.2697199904008983,-0.3478118029258846,-0.31152226344257933,-0.9720855759282204,-0.38857963339518964,-0.11749875810685087,-0.9871448938780639,-0.16126817783701577,0.6329462402512176,-8.094722222490788,-0.34772866675780684,-1.2416554981037198,-8.425895521434132,3.707743020105261,3.890130855090548,-2.6227597742458153,2.2348092716513324,3.4631748785633323,-1.523172674497646,-25.052541347006837,-9.857000837272231,5.248893493282959,5.549350838897865,-10.628919382977559,6.976490585054982
0.075,-2.081430909023139,-1.2661393816826532,1.0479951966027357,0.9885344783105918,0.059115158925205503,-0.08887503060186237,0.1067998694379904,0.011589918871882904,-0.04473632618450475,-0.029464137458575144,-0.3869537284343837,-0.011836439245914456,3.2620729951115014e-10,0.007245044876462495,0.02507911871864444,0.004263881863845256,0.03739490092745122,-0.4758095631265067,-0.002788811464421786,6.895475843800713e-18,-0.031355098726124055,0.014735956002973737,0.021910377632470623,-0.24983476214561356,-0.1321506466736947,0.03522098117562811,-0.03795121735402128,0.0040005816055236326,-0.07006268217683345,0.02610597570085614,0.03902719125789728,0.003626150541213455,-0.032479340367387,0.009963045647277057,-0.11085263979865727,0.011200678318855073,0.037721737403541025,0.00193540134209532,-5.54529140876417,-3.990703493530035,0.9990655870283239,1.9934450224356317,-2.4703643637650834,8.92170426550214,0.06596482306630318,-0.7798989110197455,-2.0423903985814147,-23.392081502990074,-2.1312545120526254,-7.437526594600286e-07,-1.0567798088203701,0.971374761201257,1.4494215651802136,0.9339341594903348,-26.10787672841847,-0.23013794674840737,3.68561178704371e-21,-1.0285321223877817,0.8498884343017263,-0.16981263848637446,3.6917067543185897,3.2180501432598314,1.0903361543647991,1.8285463585922168,-0.024122312333444997,2.422473701128301,1.879591837115108,1.1439283416119563,0.18454961170472373,1.465199130059478,0.4302360318651377,1.4095878665096822,1.596847356230772,1.1000287778242872,0.2865590719846164,-0.0016660410122489831,-0.7709726650905265,0.19499815312146837,-0.006311651727357294,0.7509260298646676,0.14561172261945676,-0.2985884942527508,-0.2702312768727562,-0.9991295904209994,-0.34650105993649394,-0.07931234879855531,-1.0082431942630867,-0.4715460055955383,3.2635668912375593,-13.657476947298694,-0.7117478970924294,-4.815830106810872,-14.892992133772982,5.9067970407760555,4.954918388378773,-3.245281739133472,5.049428815043484,4.5823691169954675,-2.5317960462027367,-5.943731488458639,-2.5448138548905526,2.4228251413655753,3.101122176162517,-1.9652522688121108,8.728926332416538
